,q_num,user,rank,feature_rank,activity
0,488.0,1141440.0,1855.0,"[3, 2, 1]",answer
1,488.0,930928.0,2376.0,"[3, 2, 1]",edit
0,489.0,1293892.0,3089.0,"[3, 2, 1]",edit
1,489.0,288915.0,6842.0,"[1, 3, 2]",comment
0,490.0,196134.0,2306.0,"[3, 2, 1]",answer
1,490.0,348285.0,4422.0,"[1, 3, 2]",comment
2,490.0,1197136.0,5898.0,"[1, 3, 2]",answer
3,490.0,322166.0,6102.0,"[1, 3, 2]",edit
4,490.0,520265.0,9717.0,"[1, 3, 2]",answer
0,491.0,21234.0,2241.0,"[1, 3, 2]",edit
1,491.0,1228015.0,5704.0,"[1, 3, 2]",edit
2,491.0,32015.0,6702.0,"[1, 2, 3]",comment
0,492.0,418556.0,0.0,"[1, 2, 3]",comment
1,492.0,289577.0,1245.0,"[3, 2, 1]",comment
2,492.0,2092205.0,42637.0,"[1, 3, 2]",answer
0,493.0,790757.0,50.0,"[3, 2, 1]",comment
1,493.0,1058319.0,3455.0,"[3, 1, 2]",comment
0,494.0,201359.0,2593.0,"[1, 3, 2]",answer
1,494.0,697630.0,3564.0,"[1, 3, 2]",answer
2,494.0,775523.0,3723.0,"[3, 2, 1]",answer
3,494.0,1117127.0,4044.0,"[3, 2, 1]",answer
4,494.0,1122645.0,4132.0,"[3, 2, 1]",comment
5,494.0,753377.0,4615.0,"[3, 2, 1]",answer
0,495.0,498090.0,199.0,"[3, 2, 1]",answer
1,495.0,1209555.0,2280.0,"[3, 2, 1]",edit
2,495.0,685962.0,4785.0,"[1, 3, 2]",answer
3,495.0,1064659.0,4974.0,"[3, 2, 1]",edit
4,495.0,587642.0,7381.0,"[1, 2, 3]",edit
5,495.0,1145388.0,12207.0,"[1, 3, 2]",edit
0,496.0,1279787.0,4388.0,"[3, 1, 2]",answer
1,496.0,1043352.0,4728.0,"[3, 1, 2]",edit
0,497.0,551899.0,1052.0,"[3, 2, 1]",answer
1,497.0,1101070.0,2185.0,"[1, 3, 2]",answer
2,497.0,189186.0,2300.0,"[3, 2, 1]",answer
3,497.0,9082413.0,42320.0,"[1, 3, 2]",answer
4,497.0,1575348.0,46061.0,"[1, 3, 2]",answer
5,497.0,2043042.0,50143.0,"[1, 3, 2]",answer
0,498.0,800014.0,2740.0,"[3, 2, 1]",answer
1,498.0,370861.0,3438.0,"[3, 2, 1]",favorite
2,498.0,364914.0,4259.0,"[2, 3, 1]",favorite
0,499.0,324490.0,204.0,"[3, 2, 1]",answer
1,499.0,709549.0,1671.0,"[3, 2, 1]",answer
2,499.0,83509.0,1689.0,"[3, 2, 1]",answer
3,499.0,1144673.0,2648.0,"[3, 2, 1]",comment
4,499.0,1037609.0,2703.0,"[3, 2, 1]",answer
5,499.0,750965.0,2936.0,"[3, 2, 1]",comment
6,499.0,948268.0,3746.0,"[3, 2, 1]",answer
7,499.0,154325.0,5541.0,"[1, 3, 2]",comment
0,500.0,1180620.0,6281.0,"[1, 3, 2]",answer
0,501.0,296328.0,2664.0,"[1, 3, 2]",answer
1,501.0,131433.0,2959.0,"[3, 2, 1]",answer
2,501.0,774183.0,4417.0,"[1, 3, 2]",answer
3,501.0,136913.0,9985.0,"[1, 3, 2]",answer
4,501.0,934373.0,17807.0,"[1, 3, 2]",answer
5,501.0,151770.0,21199.0,"[1, 3, 2]",answer
0,502.0,680925.0,775.0,"[1, 3, 2]",answer
1,502.0,1071967.0,2468.0,"[3, 2, 1]",edit
2,502.0,1503163.0,57173.0,"[1, 3, 2]",answer
0,503.0,928711.0,1464.0,"[1, 3, 2]",comment
1,503.0,367273.0,1881.0,"[1, 3, 2]",answer
2,503.0,272451.0,2420.0,"[3, 2, 1]",comment
3,503.0,1212960.0,2503.0,"[3, 1, 2]",comment
4,503.0,844882.0,2828.0,"[1, 3, 2]",edit
5,503.0,104950.0,3171.0,"[3, 2, 1]",comment
6,503.0,2544089.0,54847.0,"[1, 3, 2]",answer
0,504.0,1139324.0,1432.0,"[2, 3, 1]",edit
1,504.0,115145.0,1945.0,"[1, 3, 2]",answer
2,504.0,464988.0,2269.0,"[1, 3, 2]",answer
3,504.0,1202025.0,2745.0,"[1, 3, 2]",answer
0,505.0,776084.0,2547.0,"[1, 3, 2]",answer
1,505.0,1140748.0,2607.0,"[3, 1, 2]",comment
2,505.0,1122939.0,3247.0,"[3, 2, 1]",answer
0,506.0,1373711.0,3239.0,"[3, 2, 1]",answer
1,506.0,491243.0,4566.0,"[3, 2, 1]",answer
2,506.0,97614.0,5024.0,"[3, 2, 1]",edit
3,506.0,1379286.0,5869.0,"[1, 3, 2]",answer
0,507.0,28380.0,569.0,"[3, 2, 1]",comment
1,507.0,656408.0,4202.0,"[3, 2, 1]",answer
0,508.0,1350654.0,1249.0,"[3, 2, 1]",favorite
1,508.0,741015.0,3156.0,"[3, 2, 1]",answer
0,509.0,1088846.0,3387.0,"[3, 2, 1]",answer
1,509.0,20322.0,3397.0,"[3, 1, 2]",answer
0,510.0,1334135.0,1343.0,"[3, 2, 1]",edit
1,510.0,923104.0,1549.0,"[3, 2, 1]",answer
2,510.0,575376.0,2234.0,"[3, 2, 1]",answer
3,510.0,1272885.0,3098.0,"[3, 2, 1]",edit
4,510.0,582675.0,3575.0,"[1, 3, 2]",edit
0,511.0,571407.0,1.0,"[1, 3, 2]",answer
1,511.0,984823.0,1841.0,"[1, 3, 2]",answer
2,511.0,318758.0,2828.0,"[3, 2, 1]",answer
3,511.0,6782.0,3532.0,"[3, 2, 1]",answer
0,512.0,628696.0,30.0,"[3, 2, 1]",answer
1,512.0,129570.0,1251.0,"[1, 3, 2]",answer
2,512.0,1397969.0,2320.0,"[3, 2, 1]",answer
3,512.0,1064809.0,2382.0,"[3, 2, 1]",answer
4,512.0,788324.0,2603.0,"[3, 2, 1]",answer
5,512.0,285878.0,4212.0,"[1, 3, 2]",comment
0,513.0,870248.0,2316.0,"[1, 3, 2]",edit
1,513.0,282968.0,3910.0,"[1, 3, 2]",answer
0,514.0,232196.0,1161.0,"[3, 2, 1]",comment
1,514.0,12579.0,3346.0,"[3, 2, 1]",comment
2,514.0,11858.0,3737.0,"[3, 2, 1]",answer
3,514.0,877581.0,16092.0,"[1, 3, 2]",answer
0,515.0,935672.0,1451.0,"[3, 2, 1]",comment
1,515.0,839601.0,3537.0,"[3, 2, 1]",edit
2,515.0,996493.0,3853.0,"[1, 3, 2]",comment
3,515.0,923104.0,5978.0,"[1, 3, 2]",answer
0,516.0,1299005.0,3051.0,"[3, 2, 1]",answer
1,516.0,1195383.0,3530.0,"[3, 2, 1]",answer
2,516.0,775325.0,7308.0,"[1, 3, 2]",answer
3,516.0,3059453.0,44624.0,"[1, 3, 2]",comment
0,517.0,367273.0,2308.0,"[1, 3, 2]",answer
1,517.0,1400711.0,3652.0,"[3, 2, 1]",answer
0,518.0,635608.0,3556.0,"[3, 2, 1]",edit
1,518.0,910736.0,3787.0,"[3, 2, 1]",answer
2,518.0,710818.0,5227.0,"[2, 3, 1]",edit
0,519.0,438992.0,1038.0,"[1, 3, 2]",comment
1,519.0,1448281.0,2366.0,"[2, 3, 1]",edit
2,519.0,263525.0,2910.0,"[3, 2, 1]",answer
3,519.0,1088846.0,4021.0,"[1, 3, 2]",edit
0,520.0,418556.0,0.0,"[1, 2, 3]",answer
1,520.0,57695.0,3.0,"[1, 3, 2]",comment
2,520.0,419338.0,2691.0,"[3, 2, 1]",comment
3,520.0,988052.0,3088.0,"[3, 2, 1]",answer
4,520.0,1250087.0,5479.0,"[1, 3, 2]",answer
0,521.0,1468605.0,156.0,"[3, 2, 1]",comment
1,521.0,690952.0,2370.0,"[3, 2, 1]",comment
2,521.0,940096.0,2380.0,"[3, 2, 1]",comment
3,521.0,1428555.0,3908.0,"[3, 2, 1]",answer
4,521.0,1063041.0,4357.0,"[3, 2, 1]",comment
5,521.0,898478.0,5694.0,"[1, 3, 2]",comment
0,522.0,1343096.0,2216.0,"[3, 2, 1]",answer
1,522.0,1072647.0,2885.0,"[3, 2, 1]",answer
0,523.0,864369.0,2215.0,"[3, 2, 1]",comment
1,523.0,726697.0,17332.0,"[1, 3, 2]",answer
2,523.0,1289716.0,36810.0,"[3, 2, 1]",answer
0,524.0,203657.0,811.0,"[1, 3, 2]",edit
1,524.0,988660.0,824.0,"[3, 2, 1]",edit
2,524.0,256196.0,1186.0,"[1, 3, 2]",answer
3,524.0,201359.0,1330.0,"[3, 1, 2]",answer
0,525.0,379693.0,2845.0,"[3, 2, 1]",answer
1,525.0,1125598.0,7771.0,"[1, 3, 2]",answer
0,526.0,84889.0,2469.0,"[1, 3, 2]",answer
1,526.0,17123.0,7078.0,"[1, 3, 2]",favorite
0,527.0,459579.0,3231.0,"[3, 2, 1]",favorite
1,527.0,387927.0,3944.0,"[3, 2, 1]",answer
0,528.0,1029059.0,13458.0,"[1, 3, 2]",favorite
1,528.0,1096259.0,17541.0,"[1, 3, 2]",answer
2,528.0,2312605.0,28638.0,"[1, 3, 2]",favorite
0,529.0,1067218.0,548.0,"[3, 2, 1]",comment
1,529.0,651794.0,1266.0,"[3, 2, 1]",answer
2,529.0,201359.0,1308.0,"[1, 3, 2]",comment
3,529.0,29995.0,2149.0,"[3, 2, 1]",edit
4,529.0,14204.0,15639.0,"[1, 3, 2]",answer
5,529.0,1719872.0,45999.0,"[1, 3, 2]",answer
0,530.0,1167210.0,2818.0,"[3, 2, 1]",answer
0,531.0,1230594.0,2318.0,"[3, 2, 1]",edit
1,531.0,404536.0,3402.0,"[3, 2, 1]",answer
2,531.0,1176394.0,3778.0,"[3, 2, 1]",answer
3,531.0,552792.0,4721.0,"[1, 3, 2]",favorite
4,531.0,42098.0,6019.0,"[1, 3, 2]",answer
0,532.0,1256460.0,6.0,"[3, 2, 1]",comment
1,532.0,1025201.0,1503.0,"[1, 3, 2]",comment
0,533.0,527617.0,1800.0,"[3, 2, 1]",answer
1,533.0,20394.0,2170.0,"[3, 2, 1]",comment
2,533.0,530153.0,2675.0,"[3, 2, 1]",comment
0,534.0,219865.0,2689.0,"[3, 2, 1]",answer
0,535.0,819699.0,1398.0,"[3, 2, 1]",comment
1,535.0,278836.0,2968.0,"[3, 2, 1]",answer
2,535.0,839601.0,3295.0,"[3, 2, 1]",edit
3,535.0,214010.0,3838.0,"[1, 3, 2]",answer
4,535.0,359035.0,3952.0,"[3, 2, 1]",comment
5,535.0,383402.0,4486.0,"[3, 2, 1]",comment
6,535.0,1076171.0,4924.0,"[1, 3, 2]",comment
7,535.0,227267.0,6407.0,"[1, 3, 2]",comment
0,536.0,714968.0,611.0,"[1, 3, 2]",favorite
1,536.0,1212960.0,1717.0,"[3, 2, 1]",answer
2,536.0,1266191.0,2763.0,"[3, 2, 1]",answer
3,536.0,1292393.0,4225.0,"[1, 3, 2]",answer
0,537.0,1358722.0,3264.0,"[1, 3, 2]",answer
1,537.0,1811775.0,35567.0,"[1, 3, 2]",answer
0,538.0,714968.0,22.0,"[1, 3, 2]",favorite
1,538.0,203657.0,1179.0,"[1, 3, 2]",answer
2,538.0,1130930.0,2163.0,"[3, 2, 1]",answer
3,538.0,131872.0,2360.0,"[1, 2, 3]",answer
4,538.0,985264.0,5195.0,"[1, 2, 3]",favorite
0,539.0,1106018.0,1103.0,"[2, 3, 1]",edit
1,539.0,1340731.0,3509.0,"[3, 2, 1]",comment
2,539.0,553279.0,7216.0,"[1, 3, 2]",answer
3,539.0,1095795.0,10798.0,"[1, 3, 2]",answer
0,540.0,522444.0,1.0,"[1, 3, 2]",edit
1,540.0,155020.0,2226.0,"[3, 2, 1]",answer
0,541.0,676803.0,5113.0,"[3, 2, 1]",answer
0,542.0,1013522.0,100.0,"[3, 2, 1]",edit
1,542.0,53897.0,2453.0,"[1, 3, 2]",comment
2,542.0,699224.0,2470.0,"[1, 3, 2]",comment
3,542.0,330315.0,3625.0,"[1, 3, 2]",edit
0,543.0,116249.0,1428.0,"[3, 2, 1]",edit
1,543.0,241899.0,3177.0,"[3, 2, 1]",edit
0,544.0,438992.0,767.0,"[1, 3, 2]",comment
1,544.0,316745.0,2362.0,"[3, 2, 1]",answer
2,544.0,411902.0,2402.0,"[3, 2, 1]",favorite
3,544.0,1399920.0,2590.0,"[3, 2, 1]",edit
4,544.0,713106.0,3204.0,"[3, 2, 1]",answer
5,544.0,1137529.0,3238.0,"[3, 2, 1]",edit
6,544.0,1061499.0,3515.0,"[1, 3, 2]",favorite
7,544.0,222674.0,3637.0,"[1, 3, 2]",favorite
8,544.0,395202.0,3822.0,"[1, 3, 2]",comment
9,544.0,181336.0,4162.0,"[1, 3, 2]",answer
10,544.0,1150189.0,8059.0,"[1, 3, 2]",answer
11,544.0,385219.0,8416.0,"[1, 2, 3]",favorite
12,544.0,150371.0,9067.0,"[1, 3, 2]",favorite
13,544.0,760393.0,9791.0,"[1, 3, 2]",favorite
14,544.0,538160.0,9939.0,"[1, 2, 3]",favorite
15,544.0,432903.0,14157.0,"[1, 3, 2]",favorite
16,544.0,310297.0,29718.0,"[1, 3, 2]",favorite
17,544.0,1697099.0,42029.0,"[1, 3, 2]",favorite
18,544.0,1984342.0,48939.0,"[1, 3, 2]",favorite
19,544.0,1194481.0,50348.0,"[1, 2, 3]",favorite
20,544.0,2504224.0,50595.0,"[1, 3, 2]",answer
21,544.0,1919879.0,54967.0,"[1, 3, 2]",answer
0,545.0,438992.0,780.0,"[1, 3, 2]",comment
1,545.0,173815.0,1914.0,"[3, 2, 1]",edit
2,545.0,131433.0,2804.0,"[3, 2, 1]",answer
0,546.0,688865.0,16961.0,"[1, 3, 2]",answer
0,547.0,1330901.0,2838.0,"[3, 2, 1]",comment
1,547.0,685962.0,4717.0,"[1, 3, 2]",comment
2,547.0,4315585.0,36833.0,"[1, 3, 2]",answer
0,548.0,418556.0,0.0,"[1, 2, 3]",comment
1,548.0,1181586.0,2.0,"[3, 2, 1]",edit
2,548.0,589259.0,1473.0,"[2, 3, 1]",answer
3,548.0,4725.0,1916.0,"[1, 3, 2]",comment
4,548.0,493749.0,3434.0,"[1, 3, 2]",edit
0,549.0,1291492.0,2540.0,"[3, 2, 1]",comment
1,549.0,1311659.0,5094.0,"[3, 2, 1]",answer
0,550.0,697630.0,4047.0,"[3, 2, 1]",answer
1,550.0,589259.0,4725.0,"[1, 3, 2]",comment
2,550.0,787832.0,5390.0,"[3, 2, 1]",comment
3,550.0,1342121.0,6277.0,"[3, 2, 1]",comment
4,550.0,1387501.0,6474.0,"[1, 3, 2]",comment
0,551.0,772122.0,1900.0,"[3, 2, 1]",comment
1,551.0,180740.0,4369.0,"[3, 1, 2]",comment
0,552.0,1073023.0,2767.0,"[3, 2, 1]",comment
1,552.0,961125.0,6194.0,"[1, 3, 2]",comment
0,553.0,1443625.0,61.0,"[3, 2, 1]",answer
1,553.0,844882.0,1633.0,"[3, 1, 2]",edit
2,553.0,975887.0,1665.0,"[3, 2, 1]",answer
3,553.0,945057.0,1919.0,"[3, 2, 1]",edit
4,553.0,2423312.0,58720.0,"[1, 3, 2]",answer
0,554.0,605744.0,1464.0,"[1, 3, 2]",favorite
0,555.0,1147885.0,953.0,"[3, 2, 1]",edit
1,555.0,53897.0,2163.0,"[1, 3, 2]",comment
2,555.0,1070957.0,2593.0,"[3, 2, 1]",comment
3,555.0,196869.0,4990.0,"[1, 3, 2]",comment
4,555.0,1459214.0,46980.0,"[1, 3, 2]",answer
0,556.0,685641.0,4336.0,"[3, 2, 1]",answer
0,557.0,45664.0,2951.0,"[3, 2, 1]",comment
1,557.0,1310057.0,3381.0,"[3, 2, 1]",comment
2,557.0,971592.0,4987.0,"[1, 3, 2]",answer
3,557.0,839601.0,5717.0,"[1, 3, 2]",edit
0,558.0,18645.0,1987.0,"[3, 2, 1]",comment
1,558.0,632516.0,3090.0,"[3, 2, 1]",answer
2,558.0,5177498.0,51475.0,"[1, 3, 2]",answer
0,559.0,714968.0,2.0,"[1, 3, 2]",edit
1,559.0,203657.0,1514.0,"[1, 3, 2]",edit
2,559.0,557664.0,1963.0,"[2, 3, 1]",answer
3,559.0,995822.0,3137.0,"[3, 2, 1]",comment
0,560.0,1304650.0,1240.0,"[3, 2, 1]",answer
1,560.0,1160314.0,1821.0,"[3, 2, 1]",answer
2,560.0,1081047.0,2444.0,"[3, 2, 1]",edit
3,560.0,1037609.0,2812.0,"[3, 2, 1]",answer
4,560.0,635608.0,3451.0,"[3, 2, 1]",edit
5,560.0,471478.0,4343.0,"[3, 2, 1]",edit
0,561.0,335858.0,2831.0,"[1, 3, 2]",answer
1,561.0,1037767.0,3389.0,"[3, 2, 1]",answer
2,561.0,1332414.0,5237.0,"[3, 2, 1]",comment
0,562.0,1343556.0,27.0,"[3, 2, 1]",answer
1,562.0,1302445.0,3278.0,"[3, 2, 1]",comment
2,562.0,6782.0,4563.0,"[3, 2, 1]",answer
3,562.0,1521021.0,50863.0,"[1, 3, 2]",favorite
0,563.0,680925.0,1614.0,"[1, 3, 2]",comment
1,563.0,1122476.0,3442.0,"[3, 1, 2]",comment
2,563.0,708434.0,3447.0,"[3, 2, 1]",edit
3,563.0,1062290.0,4548.0,"[3, 2, 1]",edit
0,564.0,238303.0,3372.0,"[1, 3, 2]",answer
0,565.0,1101083.0,5268.0,"[3, 2, 1]",comment
1,565.0,1413050.0,12085.0,"[1, 3, 2]",comment
0,566.0,342852.0,4206.0,"[3, 2, 1]",answer
0,567.0,343955.0,2020.0,"[1, 3, 2]",edit
1,567.0,312172.0,2079.0,"[1, 3, 2]",comment
2,567.0,131433.0,2779.0,"[3, 2, 1]",answer
3,567.0,254477.0,3587.0,"[3, 2, 1]",edit
4,567.0,190566.0,4253.0,"[1, 3, 2]",comment
5,567.0,471478.0,7518.0,"[1, 3, 2]",comment
0,568.0,438992.0,1194.0,"[1, 3, 2]",answer
1,568.0,1141343.0,1226.0,"[2, 3, 1]",edit
2,568.0,724835.0,1259.0,"[3, 2, 1]",comment
3,568.0,788324.0,4398.0,"[3, 2, 1]",comment
4,568.0,27439.0,5271.0,"[3, 2, 1]",answer
5,568.0,874076.0,14519.0,"[1, 3, 2]",comment
0,569.0,860630.0,3678.0,"[3, 2, 1]",answer
1,569.0,1180621.0,4739.0,"[3, 2, 1]",answer
2,569.0,225833.0,9992.0,"[1, 3, 2]",favorite
0,570.0,69442.0,918.0,"[3, 2, 1]",comment
1,570.0,939023.0,2218.0,"[3, 2, 1]",comment
2,570.0,221951.0,2247.0,"[3, 2, 1]",answer
3,570.0,352131.0,2271.0,"[3, 2, 1]",comment
4,570.0,531954.0,3425.0,"[3, 2, 1]",favorite
5,570.0,554431.0,4070.0,"[1, 3, 2]",comment
0,571.0,1040376.0,3289.0,"[3, 2, 1]",answer
1,571.0,1207532.0,10956.0,"[1, 3, 2]",answer
0,572.0,546128.0,3904.0,"[3, 2, 1]",answer
1,572.0,1454436.0,4517.0,"[3, 2, 1]",answer
0,573.0,928711.0,2336.0,"[1, 3, 2]",answer
1,573.0,1435322.0,2990.0,"[3, 2, 1]",edit
2,573.0,1161878.0,6381.0,"[1, 3, 2]",answer
0,574.0,1065197.0,1309.0,"[1, 3, 2]",answer
1,574.0,1055906.0,1474.0,"[3, 2, 1]",comment
2,574.0,1285418.0,1976.0,"[3, 2, 1]",comment
3,574.0,239168.0,2359.0,"[3, 2, 1]",comment
4,574.0,1098379.0,2579.0,"[3, 2, 1]",answer
5,574.0,772035.0,4739.0,"[1, 3, 2]",comment
6,574.0,872501.0,5230.0,"[1, 3, 2]",answer
0,575.0,1268895.0,2136.0,"[3, 2, 1]",edit
1,575.0,883033.0,3271.0,"[3, 2, 1]",answer
2,575.0,441899.0,3955.0,"[3, 2, 1]",comment
3,575.0,155137.0,4033.0,"[3, 2, 1]",answer
4,575.0,714965.0,4045.0,"[3, 2, 1]",edit
5,575.0,717481.0,5752.0,"[3, 2, 1]",answer
0,576.0,350428.0,2687.0,"[3, 2, 1]",edit
1,576.0,183406.0,3938.0,"[3, 2, 1]",favorite
2,576.0,499922.0,4393.0,"[3, 2, 1]",favorite
3,576.0,258289.0,7151.0,"[1, 2, 3]",favorite
0,577.0,57695.0,2.0,"[1, 3, 2]",comment
1,577.0,22656.0,869.0,"[1, 3, 2]",comment
2,577.0,1206301.0,2928.0,"[3, 2, 1]",answer
3,577.0,644467.0,3632.0,"[3, 2, 1]",edit
4,577.0,777186.0,6349.0,"[1, 3, 2]",edit
5,577.0,395146.0,8539.0,"[1, 3, 2]",favorite
0,578.0,300257.0,5710.0,"[1, 3, 2]",answer
1,578.0,1402919.0,8842.0,"[1, 3, 2]",answer
0,579.0,367273.0,2308.0,"[1, 3, 2]",answer
1,579.0,276052.0,2383.0,"[3, 1, 2]",edit
2,579.0,598289.0,3888.0,"[3, 2, 1]",comment
3,579.0,1085064.0,4388.0,"[3, 2, 1]",answer
4,579.0,28169.0,6827.0,"[1, 3, 2]",edit
5,579.0,737620.0,12108.0,"[1, 3, 2]",comment
0,580.0,605744.0,2153.0,"[1, 3, 2]",answer
1,580.0,37213.0,2200.0,"[1, 3, 2]",comment
2,580.0,131433.0,4877.0,"[1, 3, 2]",comment
3,580.0,180740.0,5691.0,"[1, 3, 2]",comment
4,580.0,1287593.0,7406.0,"[1, 3, 2]",edit
0,581.0,881441.0,2903.0,"[3, 2, 1]",answer
1,581.0,5199515.0,30500.0,"[1, 3, 2]",answer
2,581.0,1739443.0,42971.0,"[1, 3, 2]",answer
0,582.0,1122476.0,1009.0,"[3, 2, 1]",answer
1,582.0,256196.0,1252.0,"[1, 3, 2]",answer
0,583.0,722965.0,3831.0,"[3, 2, 1]",comment
1,583.0,262852.0,5402.0,"[3, 2, 1]",comment
2,583.0,1484207.0,45060.0,"[1, 3, 2]",answer
0,584.0,57695.0,4.0,"[1, 3, 2]",comment
1,584.0,535871.0,1132.0,"[3, 1, 2]",answer
2,584.0,1289473.0,1163.0,"[3, 2, 1]",answer
3,584.0,14955.0,1313.0,"[3, 2, 1]",answer
4,584.0,1079354.0,1544.0,"[3, 2, 1]",answer
5,584.0,1248861.0,2011.0,"[3, 2, 1]",answer
6,584.0,560302.0,2138.0,"[3, 2, 1]",answer
7,584.0,721269.0,2288.0,"[1, 3, 2]",answer
8,584.0,13663.0,2311.0,"[3, 2, 1]",answer
0,585.0,390638.0,1200.0,"[3, 2, 1]",answer
1,585.0,876298.0,2851.0,"[3, 2, 1]",edit
0,586.0,522444.0,1.0,"[1, 3, 2]",comment
1,586.0,1264811.0,3101.0,"[3, 2, 1]",comment
0,587.0,571407.0,2.0,"[1, 3, 2]",comment
1,587.0,1136261.0,70.0,"[3, 2, 1]",edit
2,587.0,346741.0,6906.0,"[1, 3, 2]",comment
3,587.0,404357.0,8531.0,"[1, 3, 2]",answer
4,587.0,9732.0,14748.0,"[1, 3, 2]",edit
5,587.0,1168342.0,34855.0,"[3, 2, 1]",comment
0,588.0,1257372.0,4703.0,"[3, 2, 1]",answer
0,589.0,1351755.0,4283.0,"[3, 2, 1]",comment
1,589.0,364056.0,5309.0,"[3, 2, 1]",comment
2,589.0,634474.0,6210.0,"[1, 3, 2]",comment
3,589.0,631051.0,8076.0,"[1, 3, 2]",favorite
0,590.0,22656.0,806.0,"[1, 3, 2]",answer
1,590.0,714965.0,3908.0,"[1, 3, 2]",favorite
2,590.0,373861.0,4751.0,"[1, 2, 3]",favorite
3,590.0,4369141.0,55900.0,"[1, 3, 2]",answer
0,591.0,1199546.0,166.0,"[3, 2, 1]",answer
1,591.0,570191.0,167.0,"[3, 2, 1]",answer
2,591.0,1207487.0,1156.0,"[3, 2, 1]",answer
3,591.0,453005.0,2842.0,"[3, 2, 1]",comment
4,591.0,934796.0,4183.0,"[3, 2, 1]",answer
0,592.0,954843.0,1988.0,"[3, 2, 1]",comment
1,592.0,1118431.0,2305.0,"[3, 2, 1]",edit
2,592.0,21234.0,2489.0,"[1, 3, 2]",edit
3,592.0,131872.0,2915.0,"[1, 3, 2]",answer
0,593.0,57695.0,3.0,"[1, 3, 2]",comment
1,593.0,1195006.0,1305.0,"[3, 2, 1]",answer
2,593.0,773189.0,3061.0,"[3, 2, 1]",comment
3,593.0,266198.0,3748.0,"[3, 2, 1]",comment
4,593.0,748656.0,4711.0,"[3, 2, 1]",edit
5,593.0,185310.0,7132.0,"[1, 3, 2]",comment
0,594.0,267197.0,4640.0,"[1, 3, 2]",edit
1,594.0,432903.0,13018.0,"[1, 3, 2]",favorite
0,595.0,1226310.0,644.0,"[3, 2, 1]",comment
1,595.0,839527.0,2791.0,"[1, 3, 2]",comment
2,595.0,694184.0,3262.0,"[1, 3, 2]",answer
0,596.0,1286723.0,1159.0,"[3, 2, 1]",comment
1,596.0,1190213.0,1561.0,"[3, 2, 1]",comment
0,597.0,714968.0,2.0,"[1, 3, 2]",favorite
1,597.0,571407.0,872.0,"[1, 3, 2]",answer
2,597.0,210290.0,1949.0,"[2, 3, 1]",answer
0,598.0,1310546.0,1916.0,"[3, 2, 1]",answer
1,598.0,738448.0,2404.0,"[2, 3, 1]",edit
2,598.0,1291492.0,2420.0,"[3, 2, 1]",answer
3,598.0,1220963.0,2452.0,"[3, 2, 1]",answer
4,598.0,211760.0,2545.0,"[3, 2, 1]",answer
5,598.0,177800.0,2863.0,"[3, 2, 1]",edit
0,599.0,116791.0,4062.0,"[1, 3, 2]",edit
1,599.0,1421402.0,38103.0,"[1, 3, 2]",answer
0,600.0,466903.0,1130.0,"[3, 2, 1]",answer
1,600.0,31158.0,1547.0,"[3, 2, 1]",answer
2,600.0,545127.0,1608.0,"[3, 2, 1]",comment
3,600.0,232403.0,1610.0,"[3, 2, 1]",answer
4,600.0,924820.0,2148.0,"[3, 2, 1]",answer
5,600.0,296526.0,12472.0,"[1, 3, 2]",answer
0,601.0,22656.0,746.0,"[1, 3, 2]",answer
1,601.0,421195.0,2485.0,"[3, 1, 2]",answer
2,601.0,1026764.0,2677.0,"[3, 2, 1]",comment
3,601.0,1088846.0,2838.0,"[3, 2, 1]",answer
4,601.0,166749.0,4008.0,"[1, 3, 2]",comment
5,601.0,1073386.0,7854.0,"[1, 3, 2]",edit
0,602.0,572670.0,2050.0,"[3, 1, 2]",answer
1,602.0,635608.0,2310.0,"[3, 2, 1]",edit
2,602.0,640746.0,3954.0,"[3, 2, 1]",answer
3,602.0,800848.0,4328.0,"[3, 2, 1]",answer
4,602.0,282345.0,5251.0,"[1, 3, 2]",comment
5,602.0,900214.0,6140.0,"[1, 3, 2]",edit
6,602.0,562497.0,11151.0,"[1, 3, 2]",answer
7,602.0,1176569.0,29503.0,"[1, 3, 2]",answer
0,603.0,383861.0,3010.0,"[1, 3, 2]",answer
1,603.0,1252169.0,4525.0,"[3, 2, 1]",answer
2,603.0,847464.0,6791.0,"[1, 3, 2]",comment
0,604.0,709399.0,2943.0,"[3, 2, 1]",edit
1,604.0,359035.0,5773.0,"[1, 3, 2]",answer
0,605.0,984823.0,1995.0,"[1, 3, 2]",comment
1,605.0,173149.0,2533.0,"[3, 2, 1]",comment
2,605.0,318758.0,3921.0,"[1, 3, 2]",answer
3,605.0,367141.0,4012.0,"[3, 2, 1]",answer
0,606.0,1075579.0,962.0,"[2, 3, 1]",edit
1,606.0,975700.0,3192.0,"[3, 2, 1]",answer
0,607.0,1172859.0,4919.0,"[3, 2, 1]",edit
0,608.0,418556.0,0.0,"[1, 2, 3]",edit
1,608.0,1105289.0,5.0,"[3, 2, 1]",edit
2,608.0,1029272.0,2092.0,"[3, 2, 1]",comment
0,609.0,717457.0,2429.0,"[3, 2, 1]",answer
1,609.0,1101070.0,2434.0,"[3, 2, 1]",edit
2,609.0,365145.0,7660.0,"[1, 3, 2]",answer
0,610.0,173101.0,2212.0,"[3, 2, 1]",comment
1,610.0,93156.0,3594.0,"[3, 2, 1]",answer
